,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,C.score,Frag.score,SIN1All,SIN1Domain,RICTORAll,RICTORDomain,RAPTORAll,RAPTORDomain,LST8All,LST8Domain,TORAll,TORDomain,M.Strategy
398,GCA_018691715.1,Stramenopiles,4785,Phytophthora cinnamomi,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,100,0,228.2,228,1123,1122.7,718,717.7,384,383.9,1994,1989,Heterotroph
399,GCA_018873745.1,Stramenopiles,2496075,Phytophthora aleatoria,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,0,241,240.7,1112.5,1112.2,1166.9,1120.6,384.2,384,2094.8,2092.9,Heterotroph
400,GCA_019154785.2,Stramenopiles,303405,Nitzschia inconspicua,NA,NA,H,H,H,Bacillariophyceae,Bacillariophyta,Bacillariales,Bacillariaceae,Nitzschia,NCBI,100,0,NA,NA,NA,NA,1091.4,1090.1,331.9,331.6,1280.8,1280.5,Autotrophic
401,GCA_019155685.1,Stramenopiles,109152,Phytophthora boehmeriae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,92,0,220.1,219.8,869.5,819.4,311.1,310.8,381.3,381.2,2059.3,2057.8,Heterotroph
402,GCA_020800215.1,Stramenopiles,164328,Phytophthora ramorum,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,99,1,252.6,252.3,1134.4,1134.1,1378.2,1377.8,386.3,386.1,2192.2,2191,Heterotroph
403,GCA_027925865.1,Stramenopiles,4803,Lagenidium giganteum,M,H,H,H,H,NA,Oomycota,Lagenidiales,Lagenidiaceae,Lagenidium,NCBI,92,0,205.7,205.2,1014.4,1014,1379.6,1379.2,409.7,409.5,1475,1474.7,Parasite
404,GCA_029834535.1,Stramenopiles,2483200,Chrysophaeum taylorii,NA,NA,H,H,H,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Chrysophaeum,NCBI,86,2,NA,NA,NA,NA,1047.8,842,353.5,353.3,717.6,717.3,Autotrophic
405,GCA_030267505.1,Stramenopiles,2962635,Tetraparma gracilis,NA,H,H,H,M,Bolidophyceae,NA,Parmales,Triparmaceae,Tetraparma,NCBI,66,12,NA,NA,507.3,506.4,949.9,949.6,254.9,254.7,1336.5,1336.3,Mixotroph
406,GCA_030267625.1,Stramenopiles,2557542,Triparma retinervis,NA,H,H,H,H,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,NCBI,68,14,NA,NA,506.8,506.4,1102.4,877.2,311.9,311.7,1358.7,1358.2,Mixotroph
407,GCA_030267725.1,Stramenopiles,2077276,Phytophthora lilii,NA,H,H,H,M,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,78,14,NA,NA,1059.4,1058.8,1094.8,1094.5,246.3,246.1,2105.3,2103.8,Heterotroph
408,GCA_030267785.1,Stramenopiles,1490495,Phytophthora fragariaefolia,NA,H,H,H,M,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,74,14,NA,NA,1009.7,1009.4,1109.1,1108.8,244.9,244.8,1971.1,1969.5,Heterotroph
409,GCA_030267805.1,Stramenopiles,1714387,Triparma laevis f. longispina,NA,H,H,H,H,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,NCBI,93,0,NA,NA,476.8,475.1,1129.9,1129.6,362.5,362.3,1350.5,1350.2,Mixotroph
410,GCA_030267905.1,Stramenopiles,1606542,Triparma verrucosa,NA,H,H,H,H,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,NCBI,95,0,NA,NA,478.8,477.9,1124.4,1123.9,363.8,363.6,1330.9,1330.4,Mixotroph
411,GCA_030267945.1,Stramenopiles,1606541,Triparma strigata,NA,H,H,H,H,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,NCBI,94,0,NA,NA,477.5,475.9,1122.4,1121.9,363.8,363.6,1334.5,1334.1,Mixotroph
412,GCA_030267965.1,Stramenopiles,722753,Triparma columacea,NA,H,H,H,H,Bolidophyceae,NA,Parmales,Triparmaceae,Triparma,NCBI,91,3,NA,NA,514.5,514.1,1140.7,1138.5,366.2,366.1,1115,1114.8,Mixotroph
413,GCA_030871285.1,Stramenopiles,267567,Skeletonema marinoi,NA,NA,H,H,H,Coscinodiscophyceae,Bacillariophyta,Thalassiosirales,Skeletonemataceae,Skeletonema,NCBI,87,7,NA,NA,NA,NA,1189.9,1189.4,338.4,338.3,1232.8,1232.1,Autotrophic
414,GCA_031305395.1,Stramenopiles,4793,Phytophthora citrophthora,M,H,H,H,NA,NA,Oomycota,Peronosporales,Peronosporaceae,Phytophthora,NCBI,91,1,223.5,223,1118,1117.6,1094.8,1094.5,NA,NA,2068.5,2067.3,Heterotroph
415,GCA_039096195.1,Stramenopiles,3128534,Blastocystis sp. BT1,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,93,2,NA,NA,341.3,340.7,615.1,614.6,230.8,230.5,1119.3,1119,Parasite
416,GCA_039096215.1,Stramenopiles,3128537,Blastocystis sp. NMH,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,95,2,NA,NA,315.7,314.1,412.9,412.6,254.9,254.8,1107,1106.7,Parasite
417,GCA_039096225.1,Stramenopiles,3128533,Blastocystis sp. Blastoise,NA,H,H,H,H,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,98,1,NA,NA,304.8,304,614.7,612.1,305.2,304.9,1173.4,1173.1,Parasite
418,GCA_039096365.1,Stramenopiles,3128536,Blastocystis sp. JDR,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,93,2,NA,NA,309.3,308.6,570.2,570,250.4,250.3,974.6,974.1,Parasite
419,GCA_039096925.1,Stramenopiles,3128535,Blastocystis sp. DL,NA,H,H,H,M,Bigyra,NA,Opalinata,Blastocystidae,Blastocystis,NCBI,85,8,NA,NA,315.7,314.1,398.7,398.4,254.9,254.8,1107.3,1107,Parasite
420,GCA_900000015.1,Stramenopiles,4781,Plasmopara halstedii,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Plasmopara,NCBI,100,0,227,226.6,1082.5,1082.2,1384,1383.6,385.1,384.9,1939.9,1939.3,Heterotroph
421,GCA_902602495.3,Stramenopiles,867726,Ectocarpus sp. CCAP 1310/34,NA,H,H,H,L,Phaeophyceae,NA,Ectocarpales,Ectocarpaceae,Ectocarpus,NCBI,83,4,NA,NA,585.4,584.9,863.1,560.3,140.9,114.7,832,831.7,Autotrophic
422,GCA_918797485.1,Stramenopiles,35677,Pelagomonas calceolata,NA,NA,H,H,H,Pelagophyceae,NA,Pelagomonadales,Pelagomonadaceae,Pelagomonas,NCBI,89,1,NA,NA,NA,NA,1035,1022.2,327,326.8,1156.5,1156.2,Autotrophic
423,GCA_920618645.1,Stramenopiles,622444,Peronospora belbahrii,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronospora,NCBI,98,0,220.6,219.9,1088.7,1088.3,1367.8,1367.4,389.1,388.9,2055.1,2054,Heterotroph
424,GCA_920940705.1,Stramenopiles,134698,Peronospora farinosa,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronospora,NCBI,98,0,206.1,204.9,1082.9,1082.6,1362.9,1362.5,366.5,366.3,2060.4,2059.4,Heterotroph
425,GCA_921007115.2,Stramenopiles,2874970,Peronospora matthiolae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronospora,NCBI,98,1,214.2,214.1,1101.7,1101.2,1358.8,1358.4,386.3,386.1,2022.8,2021.8,Heterotroph
426,GCA_947650285.1,Stramenopiles,162125,Hyaloperonospora brassicae,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Hyaloperonospora,NCBI,99,0,209.8,209.5,1096,1095.4,1360.1,1359.8,385.8,385.7,2041.8,2040.7,Heterotroph
427,GCA_947650345.1,Stramenopiles,86335,Peronospora destructor,M,H,H,H,H,NA,Oomycota,Peronosporales,Peronosporaceae,Peronospora,NCBI,96,3,212.3,211.6,1099.6,1099.2,1370.1,1369.7,381.2,381,1760.1,1758.6,Heterotroph
428,GCA_000001735.2,Streptophyta,3702,Arabidopsis thaliana,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Arabidopsis,NCBI,99.6,0.1,NA,NA,NA,NA,1628.6,1628.2,482.8,482.6,2139.9,2139.6,Autotrophic
429,GCA_000002775.4,Streptophyta,3694,Populus trichocarpa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Salicaceae,Populus,NCBI,99.3,0.2,NA,NA,NA,NA,1641.4,1641,500.8,500.5,2193.8,2193.5,Autotrophic
430,GCA_000003195.3,Streptophyta,4558,Sorghum bicolor,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Sorghum,NCBI,98.3,0.9,NA,NA,NA,NA,1621.7,1621.3,495.4,495.1,2067.1,2066.8,Autotrophic
431,GCA_000003745.2,Streptophyta,29760,Vitis vinifera,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Vitales,Vitaceae,Vitis,NCBI,90.8,4.8,NA,NA,NA,NA,1656.2,1655.8,494.5,494.3,2312.6,2312.3,Autotrophic
432,GCA_000004075.3,Streptophyta,3659,Cucumis sativus,NA,NA,H,H,L,Magnoliopsida,Streptophyta,Cucurbitales,Cucurbitaceae,Cucumis,NCBI,95.3,2.6,NA,NA,NA,NA,1650.8,1650.4,188.6,102,2192.7,2192.3,Autotrophic
433,GCA_000004255.1,Streptophyta,81972,Arabidopsis lyrata subsp. lyrata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Arabidopsis,NCBI,96.3,1.3,NA,NA,NA,NA,1623.1,1622.7,486.6,486.4,2158.4,2158.1,Autotrophic
434,GCA_000004515.5,Streptophyta,3847,Glycine max,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Glycine,NCBI,99.4,0.4,NA,NA,NA,NA,1656.9,1656.5,499.2,499,2197,2196.7,Autotrophic
435,GCA_000004655.2,Streptophyta,39946,Oryza sativa Indica Group,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Oryza,NCBI,91.4,4.5,NA,NA,NA,NA,1324.7,816.3,483.8,483.6,2045.6,2045.3,Autotrophic
436,GCA_000005005.6,Streptophyta,4577,Zea mays,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Zea,NCBI,94.8,3.3,NA,NA,NA,NA,1617.9,1617.4,493.8,493.6,1696.9,1696.8,Autotrophic
437,GCA_000005425.2,Streptophyta,39947,Oryza sativa Japonica Group,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Oryza,NCBI,73,9.9,NA,NA,NA,NA,1608.3,1608,483.8,483.6,2067.4,2067.1,Autotrophic
438,GCA_000005505.4,Streptophyta,15368,Brachypodium distachyon,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Brachypodium,NCBI,99.3,0.4,NA,NA,NA,NA,1607.6,1607.2,496.1,495.8,2052.8,2052.5,Autotrophic
439,GCA_000143415.2,Streptophyta,88036,Selaginella moellendorffii,NA,NA,H,H,H,Lycopodiopsida,Streptophyta,Selaginellales,Selaginellaceae,Selaginella,NCBI,76.9,5.9,NA,NA,NA,NA,1489.3,1488.9,455.1,454.8,1722.1,1720.2,Autotrophic
440,GCA_000151685.2,Streptophyta,3988,Ricinus communis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Euphorbiaceae,Ricinus,NCBI,92,4.6,NA,NA,NA,NA,1417.4,1417.1,500.8,500.7,1717.3,1716.8,Autotrophic
441,GCA_000219495.2,Streptophyta,3880,Medicago truncatula,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Medicago,NCBI,96.8,0.8,NA,NA,NA,NA,1623.4,1623,496.3,496,2118.6,2118.3,Autotrophic
442,GCA_000263155.2,Streptophyta,4555,Setaria italica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Setaria,NCBI,97.9,1.1,NA,NA,NA,NA,1624.1,1623.6,496.3,496,2051.4,2051.1,Autotrophic
443,GCA_000327365.2,Streptophyta,29730,Gossypium raimondii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,98.4,1.1,NA,NA,NA,NA,1666.9,1666.5,502,501.9,2232.4,2232.1,Autotrophic
444,GCA_000331365.3,Streptophyta,4639,Ensete ventricosum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Zingiberales,Musaceae,Ensete,NCBI,21.6,22,NA,NA,NA,NA,1615,1614.6,495.9,495.7,2091.5,2091.2,Autotrophic
445,GCA_000340665.2,Streptophyta,3821,Cajanus cajan,NA,NA,L,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Cajanus,NCBI,89.9,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Autotrophic
446,GCA_000346465.2,Streptophyta,3760,Prunus persica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Rosaceae,Prunus,NCBI,99.3,0.2,NA,NA,NA,NA,1683,1682.6,503.6,503.4,2206.6,2206.3,Autotrophic
447,GCA_000375325.1,Streptophyta,81985,Capsella rubella,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Capsella,NCBI,95.7,2.2,NA,NA,NA,NA,1625.8,1625.4,486.6,486.4,2146.8,2146.5,Autotrophic
448,GCA_000403535.1,Streptophyta,3641,Theobroma cacao,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Theobroma,NCBI,99.4,0.2,NA,NA,NA,NA,1656.6,1656.1,503.8,503.6,2238.7,2238.4,Autotrophic
449,GCA_000441915.1,Streptophyta,192259,Genlisea aurea,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Lentibulariaceae,Genlisea,NCBI,70.5,16.2,NA,NA,NA,NA,1140.4,1140.1,489,488.9,1469.1,1464,Autotrophic
450,GCA_000471905.1,Streptophyta,13333,Amborella trichopoda,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Amborellales,Amborellaceae,Amborella,NCBI,89.9,5.4,NA,NA,NA,NA,1493.4,1493,490.7,490.5,2149.1,2148.8,Autotrophic
451,GCA_000478725.1,Streptophyta,72664,Eutrema salsugineum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Eutrema,NCBI,98.2,0.9,NA,NA,NA,NA,1626.6,1626.2,484,483.9,2154.3,2154.1,Autotrophic
452,GCA_000493195.1,Streptophyta,85681,Citrus x clementina,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Sapindales,Rutaceae,Citrus,NCBI,93.6,4.7,NA,NA,NA,NA,1660.6,1660.4,487.6,487.4,2218,2217.7,Autotrophic
453,GCA_000499845.2,Streptophyta,3885,Phaseolus vulgaris,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Phaseolus,NCBI,98,1.4,NA,NA,NA,NA,1651.5,1651.1,498.9,498.7,2197.8,2197.5,Autotrophic
454,GCA_000504015.1,Streptophyta,4155,Erythranthe guttata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Phrymaceae,Erythranthe,NCBI,91.3,5.1,NA,NA,NA,NA,1639.7,1639.3,486.7,486.5,2156.5,2156.2,Autotrophic
455,GCA_000510995.2,Streptophyta,3562,Spinacia oleracea,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Caryophyllales,Chenopodiaceae,Spinacia,NCBI,94.1,4,NA,NA,NA,NA,1608.3,1607.9,481.3,481,2158.9,2158.5,Autotrophic
456,GCA_000511025.2,Streptophyta,3555,Beta vulgaris subsp. vulgaris,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Caryophyllales,Chenopodiaceae,Beta,NCBI,97.3,1.4,NA,NA,NA,NA,1615.8,1615.4,478.5,478.3,2194,2193.7,Autotrophic
457,GCA_000512255.2,Streptophyta,4072,Capsicum annuum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Capsicum,NCBI,86.5,5.7,NA,NA,NA,NA,1645.8,1645.4,480.9,480.7,2068.1,2067.9,Autotrophic
458,GCA_000583005.2,Streptophyta,57577,Trifolium pratense,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Trifolium,NCBI,63.7,31.5,NA,NA,NA,NA,1617.9,1617.5,500,499.8,2115.5,2115.2,Autotrophic
459,GCA_000612305.2,Streptophyta,71139,Eucalyptus grandis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Myrtales,Myrtaceae,Eucalyptus,NCBI,93.9,3.4,NA,NA,NA,NA,1631.4,1631,493.4,493.3,2142.4,2142.1,Autotrophic
460,GCA_000695605.1,Streptophyta,2711,Citrus sinensis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Sapindales,Rutaceae,Citrus,NCBI,78.6,14.6,NA,NA,NA,NA,1666.1,1665.8,489.4,489.2,2218,2217.7,Autotrophic
461,GCA_000696525.1,Streptophyta,180498,Jatropha curcas,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Euphorbiaceae,Jatropha,NCBI,91.8,4.5,NA,NA,NA,NA,1664.4,1664,498.2,498.1,2197,2196.8,Autotrophic
462,GCA_000722935.2,Streptophyta,3848,Glycine soja,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Glycine,NCBI,90.3,4.6,NA,NA,NA,NA,1656.9,1656.5,499.2,499,2197,2196.7,Autotrophic
463,GCA_000733195.1,Streptophyta,50452,Arabis alpina,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Arabis,NCBI,79.7,1.4,NA,NA,NA,NA,1624.3,1623.9,483.2,483.1,2142.1,2141.8,Autotrophic
464,GCA_000751015.1,Streptophyta,3708,Brassica napus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Brassica,NCBI,79.6,1.9,NA,NA,NA,NA,1615,1614.5,486.5,486.4,2140.2,2139.9,Autotrophic
465,GCA_000763605.2,Streptophyta,60419,Castanea mollissima,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fagales,Fagaceae,Castanea,NCBI,93.2,5.3,NA,NA,NA,NA,1626.3,1625.9,498.1,497.9,1846.4,1846.1,Autotrophic
466,GCA_000787975.1,Streptophyta,29729,Gossypium arboreum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Gossypium,NCBI,71.5,4.4,NA,NA,NA,NA,1664.4,1664,502,501.9,2211.4,2211,Autotrophic
467,GCA_000801105.3,Streptophyta,3726,Raphanus sativus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Brassicales,Brassicaceae,Raphanus,NCBI,97.8,0.8,NA,NA,NA,NA,1617.3,1616.9,486.5,486.4,2135.6,2135.4,Autotrophic
468,GCA_001185155.1,Streptophyta,29655,Zostera marina,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Alismatales,Zosteraceae,Zostera,NCBI,91.4,4.5,NA,NA,NA,NA,1516,1515.5,487.9,487.8,2079,2078.7,Autotrophic
469,GCA_001190045.1,Streptophyta,3914,Vigna angularis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Vigna,NCBI,83.9,7.9,NA,NA,NA,NA,1648.5,1648.1,498.6,498.4,2202,2201.7,Autotrophic
470,GCA_001411555.2,Streptophyta,51240,Juglans regia,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fagales,Juglandaceae,Juglans,NCBI,96.1,1.4,NA,NA,NA,NA,1657.2,1656.9,497.3,497,2165,2164.7,Autotrophic
471,GCA_001531365.2,Streptophyta,59895,Cynara cardunculus var. scolymus,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Asterales,Asteraceae,Cynara,NCBI,86.7,7,NA,NA,NA,NA,1636.7,1636.3,283.1,207.7,1493.2,1487,Autotrophic
472,GCA_001598015.1,Streptophyta,472368,Dorcoceras hygrometricum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Gesneriaceae,Dorcoceras,NCBI,77.9,5.5,NA,NA,NA,NA,1612.1,1611.6,493,492.9,2141,2140.6,Autotrophic
473,GCA_001605985.2,Streptophyta,906689,Dendrobium catenatum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asparagales,Orchidaceae,Dendrobium,NCBI,75.6,11.2,NA,NA,NA,NA,1624.2,1623.9,485,484.9,1863.3,1862.5,Autotrophic
474,GCA_001625215.2,Streptophyta,79200,Daucus carota subsp. sativus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Apiales,Apiaceae,Daucus,NCBI,99.1,0.4,NA,NA,NA,NA,1637.3,1637,497.8,497.7,2197.3,2197,Autotrophic
475,GCA_001641455.1,Streptophyta,1480154,Marchantia polymorpha subsp. ruderalis,NA,NA,H,H,H,Marchantiopsida,Streptophyta,Marchantiales,Marchantiaceae,Marchantia,NCBI,80.3,4.5,NA,NA,NA,NA,1570.7,1570.3,473.6,473.5,1888.6,1888.3,Autotrophic
476,GCA_001659605.2,Streptophyta,3983,Manihot esculenta,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malpighiales,Euphorbiaceae,Manihot,NCBI,99.6,0.3,NA,NA,NA,NA,1668.2,1667.8,496.7,496.4,2191.1,2190.8,Autotrophic
477,GCA_001661175.1,Streptophyta,4615,Ananas comosus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Bromeliaceae,Ananas,NCBI,83,6.3,NA,NA,NA,NA,1600.6,1600.3,490.6,490.3,2121.4,2121,Autotrophic
478,GCA_001692995.2,Streptophyta,4182,Sesamum indicum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Pedaliaceae,Sesamum,NCBI,79.5,5.4,NA,NA,NA,NA,1666.8,1666.4,498.5,498.3,2172.7,2172.3,Autotrophic
479,GCA_001742945.1,Streptophyta,3900,Trifolium subterraneum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Trifolium,NCBI,78.2,12.8,NA,NA,NA,NA,1600.4,1600,500,499.8,2031.1,2030.8,Autotrophic
480,GCA_001865875.1,Streptophyta,3871,Lupinus angustifolius,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Fabales,Fabaceae,Lupinus,NCBI,92.7,3.7,NA,NA,NA,NA,1647,1646.6,490.4,490.2,2120.2,2119.9,Autotrophic
481,GCA_001876935.1,Streptophyta,4686,Asparagus officinalis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asparagales,Asparagaceae,Asparagus,NCBI,78.3,10.8,NA,NA,NA,NA,1455.4,990.8,494.2,493.4,1547,1546.6,Autotrophic
482,GCA_001879085.1,Streptophyta,49451,Nicotiana attenuata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Nicotiana,NCBI,92.6,3.5,NA,NA,NA,NA,1661.3,1660.9,487.3,487,1660.8,1660.5,Autotrophic
483,GCA_001972305.1,Streptophyta,3775,Cephalotus follicularis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Oxalidales,Cephalotaceae,Cephalotus,NCBI,96.7,1.3,NA,NA,NA,NA,1650.9,1650.5,491.8,491.4,2200.1,2199.8,Autotrophic
484,GCA_001974805.1,Streptophyta,210143,Corchorus capsularis,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Corchorus,NCBI,88.4,4.3,NA,NA,NA,NA,1672.3,1671.9,498.3,498.2,2080.5,2074.3,Autotrophic
485,GCA_001974825.2,Streptophyta,93759,Corchorus olitorius,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Malvales,Malvaceae,Corchorus,NCBI,82.3,7.4,NA,NA,NA,NA,677,676.7,500,499.9,1922.4,1914.9,Autotrophic
486,GCA_002127325.2,Streptophyta,4232,Helianthus annuus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asterales,Asteraceae,Helianthus,NCBI,97.1,1.4,NA,NA,NA,NA,1655,1654.6,499.7,499.5,2184.3,2184,Autotrophic
487,GCA_002174775.1,Streptophyta,56857,Macleaya cordata,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ranunculales,Papaveraceae,Macleaya,NCBI,92.6,3,NA,NA,NA,NA,1655,1654.6,495.9,495.7,2209,2208.7,Autotrophic
488,GCA_002201585.1,Streptophyta,22663,Punica granatum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Myrtales,Lythraceae,Punica,NCBI,84,4.1,NA,NA,NA,NA,1625.4,1625,501.9,501.6,2063.7,2063.3,Autotrophic
489,GCA_002211085.2,Streptophyta,206008,Panicum hallii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Panicum,NCBI,99.2,0.4,NA,NA,NA,NA,1634.8,1634.3,494.3,494,2062.5,2062.2,Autotrophic
490,GCA_002220415.3,Streptophyta,4565,Triticum aestivum,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Poales,Poaceae,Triticum,NCBI,98.8,0.1,NA,NA,NA,NA,1626,1625.6,497.9,497.6,2048.2,2047.9,Autotrophic
491,GCA_002271885.2,Streptophyta,33114,Capsicum baccatum,NA,NA,H,H,L,Magnoliopsida,Streptophyta,Solanales,Solanaceae,Capsicum,NCBI,81.5,6.2,NA,NA,NA,NA,1390.8,1390.4,199.6,104,1471.4,1467.7,Autotrophic
492,GCA_002738505.1,Streptophyta,218851,Aquilegia coerulea,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Ranunculales,Ranunculaceae,Aquilegia,NCBI,97.6,1.4,NA,NA,NA,NA,1544.9,1308.9,499.2,499,2191,2190.7,Autotrophic
493,GCA_002762385.1,Streptophyta,429701,Handroanthus impetiginosus,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Lamiales,Bignoniaceae,Handroanthus,NCBI,79.1,9.3,NA,NA,NA,NA,1651.1,1650.7,487.1,486.9,2165.5,2165.2,Autotrophic
494,GCA_002786265.1,Streptophyta,1088818,Apostasia shenzhenica,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asparagales,Orchidaceae,Apostasia,NCBI,81.5,8.4,NA,NA,NA,NA,1311.2,729,490.6,490.4,2050.4,2048.2,Autotrophic
495,GCA_002870075.4,Streptophyta,4236,Lactuca sativa,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Asterales,Asteraceae,Lactuca,NCBI,91.1,2.2,NA,NA,NA,NA,1603.4,1600.3,500.4,500.2,2174.9,2174.6,Autotrophic
496,GCA_002897195.1,Streptophyta,55188,Citrus unshiu,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Sapindales,Rutaceae,Citrus,NCBI,92,4.6,NA,NA,NA,NA,1578.9,1572.1,432.8,432.5,2179.6,2179.3,Autotrophic
497,GCA_002906115.5,Streptophyta,58331,Quercus suber,NA,NA,H,H,M,Magnoliopsida,Streptophyta,Fagales,Fagaceae,Quercus,NCBI,79.7,10.2,NA,NA,NA,NA,1661.4,1661,258.9,258.9,1674.2,1670.6,Autotrophic
498,GCA_002914805.1,Streptophyta,3476,Parasponia andersonii,NA,NA,H,H,H,Magnoliopsida,Streptophyta,Rosales,Cannabaceae,Parasponia,NCBI,92.9,5.4,NA,NA,NA,NA,1624.4,1624.2,486.5,486.3,2208.7,2208.4,Autotrophic
