tar,seq_length,Analysis,sig_acc,sig_desc,start,stop,e_value,All_Domains
KAK1934669.1,880,Pfam,PF22749,Arb2 domain,7,216,9.4e-22,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAK1934669.1,880,Pfam,PF00168,C2 domain,281,376,2.2e-7,"Protein kinase domain, FYVE zinc finger, Arb2 domain, C2 domain"
KAJ8606821.1,1281,Pfam,PF00069,Protein kinase domain,826,1083,1.4e-57,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
KAJ8606821.1,1281,Pfam,PF02185,Hr1 repeat,7,69,7e-14,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
KAJ8606821.1,1281,Pfam,PF02185,Hr1 repeat,150,215,2e-16,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
KAJ8606821.1,1281,Pfam,PF00433,Protein kinase C terminal domain,1104,1138,4.5e-5,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
KAJ8606821.1,1281,Pfam,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),442,491,1.4e-9,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
KAJ8606821.1,1281,Pfam,PF00130,Phorbol esters/diacylglycerol binding domain (C1 domain),510,561,5.1e-6,"Protein kinase domain, Hr1 repeat, Hr1 repeat, Protein kinase C terminal domain, Phorbol esters/diacylglycerol binding domain (C1 domain), Phorbol esters/diacylglycerol binding domain (C1 domain)"
BFI04502.1,594,Pfam,PF00069,Protein kinase domain,338,441,1.1e-16,"Protein kinase domain, Protein kinase C terminal domain"
BFI04502.1,594,Pfam,PF00433,Protein kinase C terminal domain,460,504,1.2e-5,"Protein kinase domain, Protein kinase C terminal domain"
KAJ8609508.1,555,Pfam,PF00069,Protein kinase domain,224,477,4.8e-66,"Protein kinase domain, Protein kinase C terminal domain"
KAJ8609508.1,555,Pfam,PF00433,Protein kinase C terminal domain,498,539,3.1e-10,"Protein kinase domain, Protein kinase C terminal domain"
ETV92263.1,875,Pfam,PF00069,Protein kinase domain,569,633,1.5e-4,"Protein kinase domain, Protein kinase domain, C2 domain, Arb2 domain"
ETV92263.1,875,Pfam,PF00069,Protein kinase domain,634,791,5.8e-38,"Protein kinase domain, Protein kinase domain, C2 domain, Arb2 domain"
ETV92263.1,875,Pfam,PF00168,C2 domain,300,395,4e-7,"Protein kinase domain, Protein kinase domain, C2 domain, Arb2 domain"
ETV92263.1,875,Pfam,PF22749,Arb2 domain,8,233,1.1e-7,"Protein kinase domain, Protein kinase domain, C2 domain, Arb2 domain"
KAJ0399649.1,674,Pfam,PF00069,Protein kinase domain,376,499,4.9e-18,"Protein kinase domain, Protein kinase domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAJ0399649.1,674,Pfam,PF00069,Protein kinase domain,500,593,6.7e-12,"Protein kinase domain, Protein kinase domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAJ0399649.1,674,Pfam,PF00168,C2 domain,36,89,390,"Protein kinase domain, Protein kinase domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
KAJ0399649.1,674,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",213,291,5.5e-9,"Protein kinase domain, Protein kinase domain, C2 domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
TYZ68897.1,674,Pfam,PF00069,Protein kinase domain,485,590,2.8e-13,"Protein kinase domain, Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
TYZ68897.1,674,Pfam,PF00069,Protein kinase domain,381,472,2.4e-10,"Protein kinase domain, Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
TYZ68897.1,674,Pfam,PF00610,"Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",221,299,1e-9,"Protein kinase domain, Protein kinase domain, Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)"
BFI04503.1,580,Pfam,PF00069,Protein kinase domain,324,427,1e-16,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI04503.1,580,Pfam,PF00069,Protein kinase domain,124,273,2.7999999999999998e-39,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI04503.1,580,Pfam,PF00433,Protein kinase C terminal domain,446,490,1.1e-5,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05078.1,582,Pfam,PF00069,Protein kinase domain,332,432,4.9e-18,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05078.1,582,Pfam,PF00069,Protein kinase domain,129,280,2.5e-40,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05078.1,582,Pfam,PF00433,Protein kinase C terminal domain,451,495,3.5e-4,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05079.1,581,Pfam,PF00069,Protein kinase domain,332,432,4.9e-18,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05079.1,581,Pfam,PF00069,Protein kinase domain,129,280,2.5e-40,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI05079.1,581,Pfam,PF00433,Protein kinase C terminal domain,451,495,3.4e-4,"Protein kinase domain, Protein kinase domain, Protein kinase C terminal domain"
BFI12696.1,539,Pfam,PF06017,"Unconventional myosin tail, actin- and lipid-binding",10,131,6.2e-7,"Unconventional myosin tail, actin- and lipid-binding, Protein kinase C terminal domain, Protein kinase domain"
BFI12696.1,539,Pfam,PF00433,Protein kinase C terminal domain,472,513,0.0057,"Unconventional myosin tail, actin- and lipid-binding, Protein kinase C terminal domain, Protein kinase domain"
BFI12696.1,539,Pfam,PF00069,Protein kinase domain,191,451,3.6999999999999996e-68,"Unconventional myosin tail, actin- and lipid-binding, Protein kinase C terminal domain, Protein kinase domain"
